Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",320.0,23.0,8.0,Nam,Nam,2.0,6.0,6.0,Have certificate,Basic,9.9,Hồ Chí Minh
"Đường Tân Quý, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",60.0,,,,,2.0,2.0,2.0,,,4.06,Hồ Chí Minh
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",45.0,,7.0,,,3.0,3.0,,,,5.5,Hồ Chí Minh
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",65.0,,,,,5.0,4.0,6.0,Have certificate,,6.8,Hồ Chí Minh
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",58.0,4.0,6.0,Tây - Bắc,Tây - Bắc,4.0,4.0,6.0,Have certificate,Full,7.49,Hồ Chí Minh
"Đường Yên Đỗ, Phường 1, Bình Thạnh, Hồ Chí Minh",29.0,5.0,5.0,,,5.0,3.0,4.0,Have certificate,Full,5.75,Hồ Chí Minh
"Đường Đỗ Xuân Hợp, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",122.0,,,,,,6.0,6.0,Have certificate,,7.0,Hồ Chí Minh
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",53.0,4.0,5.0,,,5.0,6.0,4.0,Have certificate,Full,9.45,Hà Nội
"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",52.5,,,,,5.0,4.0,5.0,Have certificate,,4.45,Hồ Chí Minh
"Đường Số 14A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.0,4.0,5.0,Tây - Nam,,2.0,2.0,2.0,Have certificate,Full,4.18,Hồ Chí Minh
"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",58.0,,,Đông - Nam,,2.0,3.0,2.0,Have certificate,Full,3.98,Hồ Chí Minh
"Đường Thạnh Lộc 27, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",64.0,,,,,2.0,3.0,4.0,Have certificate,Full,4.85,Hồ Chí Minh
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",45.0,5.0,3.0,,,4.0,4.0,3.0,Have certificate,Basic,5.3,Hà Nội
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",46.0,4.5,3.0,,,6.0,,,Have certificate,Full,8.5,Hà Nội
"Đường Tam Châu, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",100.0,5.0,4.0,,,2.0,5.0,5.0,Have certificate,,4.8,Hồ Chí Minh
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",43.0,,,,,5.0,,,Have certificate,Full,6.7,Hà Nội
"22, Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",82.5,6.0,5.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Full,8.0,Hồ Chí Minh
"Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",100.0,,,,,3.0,3.0,3.0,Have certificate,Full,6.6,Hồ Chí Minh
"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",57.2,,,,,3.0,,,,,8.9,Hồ Chí Minh
"Đường Tam Châu, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",116.0,7.0,,,,1.0,5.0,5.0,Have certificate,,5.5,Hồ Chí Minh
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",40.0,4.0,4.0,,,5.0,3.0,3.0,Have certificate,Full,6.2,Hà Nội
"Ngõ 63, Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",33.0,4.0,3.0,Tây - Bắc,Đông - Bắc,4.0,4.0,4.0,Have certificate,Full,4.0,Hà Nội
"Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội",38.0,4.4,25.0,,,5.0,4.0,4.0,Have certificate,Full,6.95,Hà Nội
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",85.0,,,,,3.0,,,Have certificate,,8.99,Hà Nội
"Đường Hiệp Thành 23, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",170.0,6.0,12.0,Đông - Bắc,,1.0,1.0,1.0,Have certificate,,8.2,Hồ Chí Minh
"Đường Nguyễn Công Trứ, Phường Văn Quán, Hà Đông, Hà Nội",27.0,2.7,,,,3.0,3.0,,Have certificate,,4.2,Hà Nội
"Đường Nguyễn Văn Quá, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",66.0,,,,,3.0,3.0,4.0,Have certificate,,4.55,Hồ Chí Minh
"Đường Nguyễn Thị Thơi, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",130.0,5.2,12.0,Đông - Nam,,,2.0,2.0,Have certificate,,7.1,Hồ Chí Minh
"Đường Tân Chánh Hiệp 5, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",72.0,4.0,4.0,Nam,Nam,1.0,1.0,1.0,Have certificate,,3.7,Hồ Chí Minh
"Xã An Khánh, Hoài Đức, Hà Nội",30.0,4.0,3.0,,,5.0,3.0,3.0,Have certificate,Full,4.6,Hà Nội
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",46.0,4.3,10.0,Bắc,Bắc,5.0,5.0,4.0,Have certificate,,8.6,Hồ Chí Minh
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",25.0,,,,,5.0,3.0,3.0,Have certificate,Full,4.45,Hà Nội
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",40.0,,,,,5.0,4.0,4.0,Have certificate,Full,6.86,Hà Nội
"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",44.0,,,,,3.0,4.0,4.0,Have certificate,Full,3.4,Hồ Chí Minh
"Đường 11, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",98.7,4.0,8.0,,,1.0,2.0,2.0,Have certificate,Basic,6.5,Hồ Chí Minh
"Đường Liên Cơ, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",38.0,3.8,3.0,Đông - Bắc,Đông - Bắc,7.0,4.0,4.0,Have certificate,Full,9.15,Hà Nội
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,34.0,3.0,,,4.0,3.0,3.0,Have certificate,Full,9.1,Hà Nội
"Đường Đỗ Xuân Hợp, Phường Phước Long A, Quận 9, Hồ Chí Minh",61.0,,3.0,,,4.0,4.0,3.0,Have certificate,,4.9,Hồ Chí Minh
"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",34.0,7.0,2.0,,,5.0,3.0,5.0,Have certificate,Full,6.8,Hà Nội
"Đường Nguyễn Đình Chiểu, Phường 4, Phú Nhuận, Hồ Chí Minh",52.0,3.5,3.0,,,4.0,4.0,4.0,Have certificate,Full,8.1,Hồ Chí Minh
"Dự án V-Star, Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Hồ Chí Minh",80.0,,,,,,,,,,3.3,Hồ Chí Minh
"Hẻm 149, Đường Tôn Thất Thuyết, Phường 15, Quận 4, Hồ Chí Minh",50.0,6.0,3.0,,,3.0,4.0,3.0,,,5.7,Hồ Chí Minh
"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",51.0,4.0,,,,,4.0,,Have certificate,Full,7.95,Hà Nội
"Kim Chung, Xã Di Trạch, Hoài Đức, Hà Nội",32.0,,,,,5.0,3.0,,Have certificate,Full,3.75,Hà Nội
"Đường Bạch Đằng, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",30.0,5.0,3.0,Đông - Bắc,Đông - Bắc,4.0,3.0,4.0,Have certificate,Full,6.08,Hà Nội
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",49.7,4.7,4.5,Đông - Nam,Đông - Nam,4.0,,,Have certificate,Basic,9.9,Hồ Chí Minh
"Dự án Lovera Premier, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",105.0,7.0,52.0,Tây - Nam,Tây - Nam,4.0,3.0,,Have certificate,,7.9,Hồ Chí Minh
"Dự án Lovera Premier, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh.",75.0,12.0,52.0,Đông - Bắc,Đông - Bắc,3.0,4.0,4.0,Have certificate,Full,8.95,Hồ Chí Minh
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",60.0,4.0,7.0,,,3.0,4.0,4.0,Have certificate,Full,6.9,Hồ Chí Minh
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",43.0,4.0,3.0,,,4.0,4.0,4.0,Have certificate,Full,5.4,Hà Nội
"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",40.0,,,,,5.0,3.0,3.0,Have certificate,Full,6.28,Hà Nội
"Đường 835, Phường Phú Hữu, Quận 9, Hồ Chí Minh",51.1,4.0,,Đông - Nam,,3.0,2.0,3.0,Have certificate,Full,5.68,Hồ Chí Minh
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",45.0,6.0,,,,5.0,3.0,3.0,Have certificate,Basic,4.85,Hà Nội
"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",72.0,4.0,6.0,,,4.0,,,,,8.0,Hồ Chí Minh
"Phường 25, Bình Thạnh, Hồ Chí Minh",43.0,3.6,3.0,,,2.0,2.0,3.0,Have certificate,Basic,4.49,Hồ Chí Minh
"Đường Dương Bá Trạc, Phường 2, Quận 8, Hồ Chí Minh",35.5,3.45,3.0,,,4.0,3.0,3.0,Have certificate,,4.9,Hồ Chí Minh
"Ngõ 765, Đường Nguyễn Văn Linh, Phường Sài Đồng, Long Biên, Hà Nội",54.0,3.4,2.5,,,3.0,3.0,3.0,,,4.1,Hà Nội
"Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",45.0,3.8,3.0,,,5.0,9.0,9.0,Have certificate,Full,7.3,Hà Nội
"Phố Tây Đam, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",40.0,4.8,,,,1.0,,,Have certificate,,3.5,Hà Nội
"Đường Số 25, Phường Cát Lái, Quận 2, Hồ Chí Minh",106.0,7.5,6.0,,,2.0,4.0,4.0,Have certificate,Full,7.7,Hồ Chí Minh
"Ngõ 185, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",67.6,5.0,2.0,,,2.0,3.0,3.0,Have certificate,Full,7.8,Hà Nội
"Đường Tôn Thất Thuyết, Phường 16, Quận 4, Hồ Chí Minh",50.0,4.1,3.5,,,5.0,6.0,5.0,,,5.5,Hồ Chí Minh
"Đường Vĩnh Khánh, Phường 10, Quận 4, Hồ Chí Minh",67.0,5.5,,,,4.0,7.0,7.0,,,6.3,Hồ Chí Minh
"Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",92.0,4.6,8.0,,,2.0,3.0,2.0,Have certificate,Basic,7.0,Hồ Chí Minh
"Đường Tú Mỡ, Phường 7, Gò Vấp, Hồ Chí Minh",10.0,2.0,3.0,,,2.0,2.0,2.0,Have certificate,Full,1.55,Hồ Chí Minh
"Đường 8, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",54.0,5.0,10.0,,,3.0,3.0,3.0,,,5.8,Hồ Chí Minh
"Đường 494, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",53.0,5.0,8.0,,,3.0,3.0,3.0,Have certificate,,4.6,Hồ Chí Minh
"Đường Hoàng Diệu 2, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",80.2,5.0,6.0,,,4.0,4.0,5.0,Have certificate,Full,8.8,Hồ Chí Minh
"Phường Hiệp Phú, Quận 9, Hồ Chí Minh",66.0,4.5,,,,,,,Have certificate,,5.1,Hồ Chí Minh
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.3,Hà Nội
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",80.3,7.3,6.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Full,6.5,Hồ Chí Minh
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",34.0,3.5,3.0,,,2.0,2.0,2.0,Have certificate,Basic,3.2,Hồ Chí Minh
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",53.0,4.57,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,,4.45,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",74.0,4.3,6.0,Đông - Bắc,Đông - Bắc,4.0,4.0,6.0,Have certificate,Full,8.5,Hồ Chí Minh
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",34.0,3.1,4.0,,,5.0,3.0,3.0,Have certificate,Full,7.4,Hà Nội
"đường Tứ Hiệp, Thị trấn Văn Điển, Thanh Trì, Hà Nội",34.0,,,,,4.0,2.0,3.0,Have certificate,Full,5.0,Hà Nội
"Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",40.0,,5.0,,,6.0,4.0,5.0,Have certificate,Full,9.5,Hà Nội
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",30.0,5.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.3,Hà Nội
"Đường Số 4, Phường 11, Gò Vấp, Hồ Chí Minh",54.0,,,,,2.0,2.0,2.0,Have certificate,,5.2,Hồ Chí Minh
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",38.7,,5.0,,,3.0,4.0,4.0,Have certificate,Basic,3.35,Hồ Chí Minh
"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",58.0,4.0,,,,3.0,4.0,3.0,Have certificate,,4.2,Hồ Chí Minh
"HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",42.0,,30.0,,,,,,Sale contract,,6.9,Hà Nội
"Phố Hương Viên, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",67.0,6.1,,,,2.0,,,Have certificate,,9.8,Hà Nội
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",94.0,,6.0,,,3.0,3.0,4.0,Have certificate,Full,7.6,Hồ Chí Minh
"Đường Số 8, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",64.0,4.0,,,,4.0,4.0,4.0,Have certificate,Full,7.2,Hồ Chí Minh
"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",23.0,3.0,12.0,Tây - Bắc,Đông - Nam,1.0,,1.0,,Basic,5.0,Hồ Chí Minh
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",35.0,,,,,5.0,4.0,4.0,Have certificate,Full,5.1,Hà Nội
"Đường 120, Phường Tân Phú, Quận 9, Hồ Chí Minh",90.0,54.0,6.0,,,2.0,3.0,2.0,Have certificate,Full,5.8,Hồ Chí Minh
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",35.0,4.2,3.0,Nam,Nam,5.0,3.0,4.0,,,3.2,Hà Nội
"Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",48.0,4.0,5.0,,,3.0,4.0,3.0,Have certificate,Basic,4.85,Hồ Chí Minh
"Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",47.0,5.3,,,,1.0,2.0,1.0,Have certificate,,3.58,Hồ Chí Minh
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",40.0,,4.0,Nam,,2.0,2.0,2.0,Have certificate,,3.75,Hồ Chí Minh
"Đường An Dương, Phường Phú Thượng, Tây Hồ, Hà Nội",33.0,2.0,2.0,,,5.0,,,Have certificate,Full,3.7,Hà Nội
"Phường Tân Quý, Tân Phú, Hồ Chí Minh",90.0,5.0,,,,2.0,3.0,2.0,Have certificate,,6.45,Hồ Chí Minh
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",40.0,3.5,,,,6.0,3.0,5.0,Have certificate,Full,6.4,Hà Nội
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",68.0,,,,,4.0,4.0,5.0,Have certificate,Basic,7.9,Hà Nội
"Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",80.0,,,Tây - Nam,,3.0,,,,,8.7,Hồ Chí Minh
"Đường  Phùng Chí Kiên, Phường Tân Quý, Tân Phú, Hồ Chí Minh",48.0,,3.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Full,4.5,Hồ Chí Minh
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",60.0,8.0,5.0,Bắc,Bắc,2.0,3.0,2.0,Have certificate,Full,4.8,Hồ Chí Minh
"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",56.0,4.0,6.0,Tây - Bắc,Tây - Bắc,3.0,3.0,3.0,Have certificate,Full,4.5,Hồ Chí Minh
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",48.0,,5.0,,,2.0,3.0,3.0,Have certificate,,3.75,Hồ Chí Minh
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",108.0,4.0,,,,4.0,5.0,5.0,Have certificate,,10.0,Hồ Chí Minh
"Đường Võ Văn Ngân, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",50.0,48.0,5.0,,,5.0,3.0,5.0,Have certificate,Basic,6.6,Hồ Chí Minh
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",56.0,3.5,4.0,,,2.0,2.0,2.0,Have certificate,Full,4.0,Hồ Chí Minh
"Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",40.0,,,,,2.0,1.0,1.0,Have certificate,Full,4.8,Hồ Chí Minh
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",38.0,6.0,5.0,,,5.0,3.0,4.0,Have certificate,Full,8.6,Hồ Chí Minh
"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",56.0,4.0,6.0,Tây,Tây,2.0,4.0,2.0,Have certificate,Full,4.2,Hồ Chí Minh
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",42.0,,4.0,,,4.0,3.0,4.0,,,7.2,Hồ Chí Minh
"Đường Chiến Lược, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",73.0,4.0,8.0,Bắc,Bắc,2.0,3.0,2.0,Have certificate,Full,4.4,Hồ Chí Minh
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",60.0,,5.0,Đông,Đông,2.0,2.0,2.0,Have certificate,Full,5.2,Hồ Chí Minh
"Đường Bình Quới, Phường 27, Bình Thạnh, Hồ Chí Minh",42.0,,,,,3.0,3.0,4.0,Have certificate,,6.2,Hồ Chí Minh
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",30.0,4.9,1.0,,Đông,5.0,3.0,4.0,Have certificate,,4.48,Hà Nội
"Đường Bình Long, Phường Tân Quý, Tân Phú, Hồ Chí Minh",58.0,8.0,4.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,3.7,Hồ Chí Minh
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",40.0,,10.0,,,3.0,2.0,2.0,Have certificate,Basic,6.7,Hà Nội
"Đường  Nguyễn Thiện Thuật, Phường 24, Bình Thạnh, Hồ Chí Minh",68.0,4.0,3.5,,,2.0,3.0,2.0,Have certificate,Basic,6.39,Hồ Chí Minh
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",50.0,,,,,4.0,4.0,,Have certificate,Full,9.0,Hà Nội
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",44.0,4.2,2.0,,,3.0,3.0,2.0,Have certificate,Basic,4.3,Hà Nội
"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",40.0,,,,,4.0,2.0,,Have certificate,Full,7.6,Hà Nội
"Đường Ngũ Nhạc, Phường Thanh Trì, Hoàng Mai, Hà Nội",30.0,4.0,,,,4.0,3.0,3.0,Have certificate,,4.15,Hà Nội
"6 ngõ 290, Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",42.0,5.5,,,,5.0,4.0,,Have certificate,,7.7,Hà Nội
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",41.0,3.1,,,,2.0,,,Have certificate,Full,6.55,Hà Nội
"254/, Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",68.0,4.2,4.0,Tây - Bắc,Tây - Bắc,2.0,3.0,3.0,Have certificate,,6.2,Hồ Chí Minh
"Đường Ngọc Lâm, Phường Ngọc Thụy, Long Biên, Hà Nội",40.0,,,,,5.0,3.0,4.0,Have certificate,,4.3,Hà Nội
"Xã Ngọc Hồi, Thanh Trì, Hà Nội",41.0,5.2,6.0,,,5.0,4.0,,Have certificate,,6.5,Hà Nội
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",16.0,,,,,3.0,2.0,3.0,Have certificate,Full,3.45,Hồ Chí Minh
"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",70.0,4.2,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.0,Hà Nội
"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",50.0,3.2,4.0,Bắc,Bắc,5.0,3.0,4.0,Have certificate,Full,7.4,Hà Nội
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",31.0,3.6,2.0,Tây,Tây,5.0,3.0,3.0,,,3.98,Hà Nội
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",31.0,3.5,2.8,Đông - Nam,Đông - Nam,5.0,3.0,3.0,Have certificate,Basic,4.4,Hà Nội
"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",70.0,6.1,,,,3.0,4.0,,Have certificate,Full,7.25,Hà Nội
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",38.0,,,,,,3.0,,Have certificate,Basic,4.23,Hà Nội
"Đường Di Trạch, Xã Di Trạch, Hoài Đức, Hà Nội",38.0,3.3,3.0,Đông - Bắc,Đông - Bắc,4.0,4.0,3.0,Have certificate,Basic,5.3,Hà Nội
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",30.0,,,,,,,,,,3.8,Hà Nội
"Phường 7, Quận 8, Hồ Chí Minh",58.0,5.0,12.0,,,4.0,4.0,5.0,Have certificate,,5.3,Hồ Chí Minh
"Xã Vĩnh Ngọc, Đông Anh, Hà Nội",58.0,5.0,,,,5.0,,,Have certificate,,5.3,Hà Nội
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",53.9,5.0,5.0,,,3.0,4.0,,Have certificate,Full,5.6,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",41.0,,4.0,,,3.0,2.0,3.0,Have certificate,,4.3,Hồ Chí Minh
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,3.6,3.2,,,5.0,3.0,4.0,Have certificate,Basic,4.4,Hà Nội
"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",80.0,4.0,8.0,Đông - Bắc,,2.0,3.0,2.0,Have certificate,,8.0,Hồ Chí Minh
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",35.0,,,,,4.0,4.0,4.0,Have certificate,Full,3.95,Hà Nội
"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",34.0,4.0,,,,4.0,,,Have certificate,Full,4.2,Hà Nội
"Phường 14, Quận 11, Hồ Chí Minh",39.0,,,,,5.0,5.0,3.0,Have certificate,Full,7.1,Hồ Chí Minh
"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",31.0,3.4,2.2,,,5.0,3.0,3.0,Have certificate,Full,5.95,Hà Nội
"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",31.0,,,,,4.0,2.0,2.0,Have certificate,Full,5.1,Hà Nội
"Phường Quang Trung, Hà Đông, Hà Nội",50.0,4.5,5.0,,,5.0,4.0,3.0,Have certificate,Full,5.9,Hà Nội
"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",150.0,,,,,1.0,3.0,2.0,Have certificate,,9.3,Hồ Chí Minh
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",38.0,11.0,4.0,,,3.0,2.0,2.0,Have certificate,Full,4.45,Hà Nội
"Đường Tây Trà, Phường Trần Phú, Hoàng Mai, Hà Nội",30.0,,,,,5.0,3.0,3.0,Have certificate,Basic,4.2,Hà Nội
"Đường Phạm Thế Hiển, Phường 4, Quận 8, Hồ Chí Minh",52.5,,3.5,,,2.0,2.0,2.0,Have certificate,,4.49,Hồ Chí Minh
"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",35.0,4.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,6.85,Hà Nội
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",40.0,4.0,,,,3.0,2.0,,Have certificate,Full,4.7,Hà Nội
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",58.0,,,,,5.0,,,,,9.1,Hồ Chí Minh
"Đường Văn Phú, Phường Hà Cầu, Hà Đông, Hà Nội",45.0,4.0,8.0,,,5.0,4.0,3.0,Have certificate,Full,9.5,Hà Nội
"Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,,,3.0,3.0,3.0,Have certificate,Basic,4.3,Hồ Chí Minh
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",36.0,4.5,4.0,,,2.0,2.0,2.0,Have certificate,Basic,3.8,Hồ Chí Minh
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",35.0,,,,,5.0,4.0,,Have certificate,Full,6.9,Hà Nội
"Đường Đề Thám, Phường Cô Giang, Quận 1, Hồ Chí Minh",52.0,,,,,3.0,2.0,2.0,,Basic,8.7,Hồ Chí Minh
"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",45.0,,5.0,,,4.0,4.0,4.0,Have certificate,,4.9,Hà Nội
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",40.0,,,,,6.0,3.0,5.0,Have certificate,Basic,8.2,Hà Nội
"Đường Hồng Hà, Phường Phúc Xá, Ba Đình, Hà Nội.",35.0,,,,,5.0,3.0,,Have certificate,Basic,8.0,Hà Nội
